Infografia,Provincia,Canton,Confirmados,Region,Fecha_reporte,Hora_reporte
7,El Oro,Arenillas,0,Costa,16/03/2020,16:00
7,El Oro,Huaquillas,0,Costa,16/03/2020,16:00
7,El Oro,Machala,0,Costa,16/03/2020,16:00
7,El Oro,Pasaje,0,Costa,16/03/2020,16:00
7,El Oro,Santa Rosa,0,Costa,16/03/2020,16:00
7,El Oro,Atahualpa,0,Costa,16/03/2020,16:00
7,El Oro,Zaruma,0,Costa,16/03/2020,16:00
7,El Oro,Piñas,0,Costa,16/03/2020,16:00
7,El Oro,Portovelo,0,Costa,16/03/2020,16:00
7,El Oro,El Guabo,0,Costa,16/03/2020,16:00
7,Esmeraldas,Esmeraldas,0,Costa,16/03/2020,16:00
7,Esmeraldas,Quinindé,0,Costa,16/03/2020,16:00
7,Esmeraldas,Rioverde,0,Costa,16/03/2020,16:00
7,Esmeraldas,Atacames,0,Costa,16/03/2020,16:00
7,Guayas,Alfredo Baquerizo Moreno,0,Costa,16/03/2020,16:00
7,Guayas,Balao,0,Costa,16/03/2020,16:00
7,Guayas,Balzar,0,Costa,16/03/2020,16:00
7,Guayas,Colimes,0,Costa,16/03/2020,16:00
7,Guayas,Daule,1,Costa,16/03/2020,16:00
7,Guayas,Durán,4,Costa,16/03/2020,16:00
7,Guayas,Empalme,1,Costa,16/03/2020,16:00
7,Guayas,Guayaquil,28,Costa,16/03/2020,16:00
7,Guayas,Milagro,1,Costa,16/03/2020,16:00
7,Guayas,Naranjal,0,Costa,16/03/2020,16:00
7,Guayas,Pedro Carbó,0,Costa,16/03/2020,16:00
7,Guayas,Salitre,0,Costa,16/03/2020,16:00
7,Guayas,Samborondón,2,Costa,16/03/2020,16:00
7,Guayas,Santa Lucía,0,Costa,16/03/2020,16:00
7,Guayas,Playas,0,Costa,16/03/2020,16:00
7,Guayas,Simón Bolivar,0,Costa,16/03/2020,16:00
7,Guayas,San Jacinto De Yaguachi,0,Costa,16/03/2020,16:00
7,Guayas,El Triunfo,0,Costa,16/03/2020,16:00
7,Guayas,Lomas De Sargentillo,0,Costa,16/03/2020,16:00
7,Guayas,Naranjito,0,Costa,16/03/2020,16:00
7,Guayas,Nobol,0,Costa,16/03/2020,16:00
7,Guayas,Gral. Antonio Elizalde,0,Costa,16/03/2020,16:00
7,Guayas,Isidro Ayora,0,Costa,16/03/2020,16:00
7,Los Ríos,Baba,0,Costa,16/03/2020,16:00
7,Los Ríos,Babahoyo,9,Costa,16/03/2020,16:00
7,Los Ríos,Buena Fe,0,Costa,16/03/2020,16:00
7,Los Ríos,Mocache,0,Costa,16/03/2020,16:00
7,Los Ríos,Montalvo,0,Costa,16/03/2020,16:00
7,Los Ríos,Quevedo,0,Costa,16/03/2020,16:00
7,Los Ríos,Urdaneta,1,Costa,16/03/2020,16:00
7,Los Ríos,Ventanas,0,Costa,16/03/2020,16:00
7,Los Ríos,Vinces,0,Costa,16/03/2020,16:00
7,Los Ríos,Quinsaloma,0,Costa,16/03/2020,16:00
7,Manabí,Bolivar,0,Costa,16/03/2020,16:00
7,Manabí,Jipijapa,0,Costa,16/03/2020,16:00
7,Manabí,Manta,1,Costa,16/03/2020,16:00
7,Manabí,Montecristi,0,Costa,16/03/2020,16:00
7,Manabí,Portoviejo,0,Costa,16/03/2020,16:00
7,Manabí,Santa Ana,0,Costa,16/03/2020,16:00
7,Manabí,Sucre,0,Costa,16/03/2020,16:00
7,Manabí,Jaramijó,0,Costa,16/03/2020,16:00
7,Manabí,El Carmen,0,Costa,16/03/2020,16:00
7,Manabí,Chone,0,Costa,16/03/2020,16:00
7,Santa Elena,Santa Elena,0,Costa,16/03/2020,16:00
7,Santa Elena,La Libertad,0,Costa,16/03/2020,16:00
7,Santa Elena,Salinas,0,Costa,16/03/2020,16:00
7,Santo Domingo de los Tsáchilas,La Concordia,0,Costa,16/03/2020,16:00
7,Santo Domingo de los Tsáchilas,Santo Domingo,0,Costa,16/03/2020,16:00
7,Azuay,Cuenca,1,Sierra,16/03/2020,16:00
7,Azuay,Gualaceo,0,Sierra,16/03/2020,16:00
7,Azuay,Santa Isabel,0,Sierra,16/03/2020,16:00
7,Azuay,Paute,0,Sierra,16/03/2020,16:00
7,Azuay,Sigsig,0,Sierra,16/03/2020,16:00
7,Azuay,Sevilla De Oro,0,Sierra,16/03/2020,16:00
7,Bolívar,Chillanes,0,Sierra,16/03/2020,16:00
7,Bolívar,Chimbo,0,Sierra,16/03/2020,16:00
7,Bolívar,Guaranda,0,Sierra,16/03/2020,16:00
7,Bolívar,San Miguel,0,Sierra,16/03/2020,16:00
7,Bolívar,Echeandía,0,Sierra,16/03/2020,16:00
7,Bolívar,Caluma,0,Sierra,16/03/2020,16:00
7,Cañar,Azogues,0,Sierra,16/03/2020,16:00
7,Cañar,Cañar,0,Sierra,16/03/2020,16:00
7,Cañar,Deleg,0,Sierra,16/03/2020,16:00
7,Cañar,La Troncal,0,Sierra,16/03/2020,16:00
7,Cañar,El Tambo,0,Sierra,16/03/2020,16:00
7,Cañar,Biblián,0,Sierra,16/03/2020,16:00
7,Cañar,Suscal,0,Sierra,16/03/2020,16:00
7,Carchi,Tulcán,0,Sierra,16/03/2020,16:00
7,Carchi,Montúfar,0,Sierra,16/03/2020,16:00
7,Carchi,Mira,0,Sierra,16/03/2020,16:00
7,Carchi,San Pedro De Huaca,0,Sierra,16/03/2020,16:00
7,Chimborazo,Colta,0,Sierra,16/03/2020,16:00
7,Chimborazo,Riobamba,0,Sierra,16/03/2020,16:00
7,Chimborazo,Cumandá,0,Sierra,16/03/2020,16:00
7,Chimborazo,Guano,0,Sierra,16/03/2020,16:00
7,Chimborazo,Chambo,0,Sierra,16/03/2020,16:00
7,Chimborazo,Guamote,0,Sierra,16/03/2020,16:00
7,Cotopaxi,Pujilí,0,Sierra,16/03/2020,16:00
7,Cotopaxi,Salcedo,0,Sierra,16/03/2020,16:00
7,Cotopaxi,La Maná,0,Sierra,16/03/2020,16:00
7,Cotopaxi,Latacunga,0,Sierra,16/03/2020,16:00
7,Cotopaxi,Sigchos,0,Sierra,16/03/2020,16:00
7,Cotopaxi,Saquisilí,0,Sierra,16/03/2020,16:00
7,Imbabura,Ibarra,0,Sierra,16/03/2020,16:00
7,Imbabura,Otavalo,0,Sierra,16/03/2020,16:00
7,Imbabura,Antonio Ante,0,Sierra,16/03/2020,16:00
7,Loja,Calvas,0,Sierra,16/03/2020,16:00
7,Loja,Loja,0,Sierra,16/03/2020,16:00
7,Loja,Macará,0,Sierra,16/03/2020,16:00
7,Loja,Catamayo,0,Sierra,16/03/2020,16:00
7,Loja,Chaguarpamba,0,Sierra,16/03/2020,16:00
7,Pichincha,Mejía,0,Sierra,16/03/2020,16:00
7,Pichincha,Pedro Vicente Maldonado,0,Sierra,16/03/2020,16:00
7,Pichincha,Quito,8,Sierra,16/03/2020,16:00
7,Pichincha,Rumiñahui,0,Sierra,16/03/2020,16:00
7,Pichincha,Pedro Moncayo,0,Sierra,16/03/2020,16:00
7,Tungurahua,Ambato,0,Sierra,16/03/2020,16:00
7,Tungurahua,San Pedro De Pelileo,0,Sierra,16/03/2020,16:00
7,Galápagos,San Cristóbal,0,Insular,16/03/2020,16:00
7,Galápagos,Isabela,0,Insular,16/03/2020,16:00
7,Galápagos,Santa Cruz,0,Insular,16/03/2020,16:00
7,Morona Santiago,Gualaquiza,0,Amazonía,16/03/2020,16:00
7,Morona Santiago,Morona,0,Amazonía,16/03/2020,16:00
7,Morona Santiago,Sucúa,0,Amazonía,16/03/2020,16:00
7,Morona Santiago,Palora,0,Amazonía,16/03/2020,16:00
7,Morona Santiago,Taisha,0,Amazonía,16/03/2020,16:00
7,Napo,Tena,0,Amazonía,16/03/2020,16:00
7,Orellana,Orellana,0,Amazonía,16/03/2020,16:00
7,Pastaza,Pastaza,0,Amazonía,16/03/2020,16:00
7,Pastaza,Mera,0,Amazonía,16/03/2020,16:00
7,Sucumbíos,Cuyabeno,0,Amazonía,16/03/2020,16:00
7,Sucumbíos,Lago Agrio,1,Amazonía,16/03/2020,16:00
7,Zamora Chinchipe,Yantzaza,0,Amazonía,16/03/2020,16:00
7,Zamora Chinchipe,Zamora,0,Amazonía,16/03/2020,16:00
7,Manabí,24 de mayo,0,Costa,16/03/2020,16:00
7,Pichincha,Cayambe,0,Sierra,16/03/2020,16:00
7,Orellana,La Joya De Los Sachas,0,Amazonía,16/03/2020,16:00
7,Azuay,Nabón,0,Sierra,16/03/2020,16:00
7,Los Ríos,Puebloviejo,0,Costa,16/03/2020,16:00
7,Sucumbíos,Shushufindi,0,Amazonía,16/03/2020,16:00
7,Morona Santiago,Tiwintza,0,Amazonía,16/03/2020,16:00
8,El Oro,Arenillas,0,Costa,17/03/2020,08:00
8,El Oro,Huaquillas,0,Costa,17/03/2020,08:00
8,El Oro,Machala,1,Costa,17/03/2020,08:00
8,El Oro,Pasaje,0,Costa,17/03/2020,08:00
8,El Oro,Santa Rosa,0,Costa,17/03/2020,08:00
8,El Oro,Atahualpa,0,Costa,17/03/2020,08:00
8,El Oro,Zaruma,0,Costa,17/03/2020,08:00
8,El Oro,Piñas,0,Costa,17/03/2020,08:00
8,El Oro,Portovelo,0,Costa,17/03/2020,08:00
8,El Oro,El Guabo,0,Costa,17/03/2020,08:00
8,Esmeraldas,Esmeraldas,0,Costa,17/03/2020,08:00
8,Esmeraldas,Quinindé,0,Costa,17/03/2020,08:00
8,Esmeraldas,Rioverde,0,Costa,17/03/2020,08:00
8,Esmeraldas,Atacames,0,Costa,17/03/2020,08:00
8,Guayas,Alfredo Baquerizo Moreno,0,Costa,17/03/2020,08:00
8,Guayas,Balao,0,Costa,17/03/2020,08:00
8,Guayas,Balzar,0,Costa,17/03/2020,08:00
8,Guayas,Colimes,0,Costa,17/03/2020,08:00
8,Guayas,Daule,4,Costa,17/03/2020,08:00
8,Guayas,Durán,4,Costa,17/03/2020,08:00
8,Guayas,Empalme,1,Costa,17/03/2020,08:00
8,Guayas,Guayaquil,61,Costa,17/03/2020,08:00
8,Guayas,Milagro,1,Costa,17/03/2020,08:00
8,Guayas,Naranjal,0,Costa,17/03/2020,08:00
8,Guayas,Pedro Carbó,0,Costa,17/03/2020,08:00
8,Guayas,Salitre,0,Costa,17/03/2020,08:00
8,Guayas,Samborondón,10,Costa,17/03/2020,08:00
8,Guayas,Santa Lucía,0,Costa,17/03/2020,08:00
8,Guayas,Playas,0,Costa,17/03/2020,08:00
8,Guayas,Simón Bolivar,0,Costa,17/03/2020,08:00
8,Guayas,San Jacinto De Yaguachi,0,Costa,17/03/2020,08:00
8,Guayas,El Triunfo,0,Costa,17/03/2020,08:00
8,Guayas,Lomas De Sargentillo,0,Costa,17/03/2020,08:00
8,Guayas,Naranjito,0,Costa,17/03/2020,08:00
8,Guayas,Nobol,0,Costa,17/03/2020,08:00
8,Guayas,Gral. Antonio Elizalde,0,Costa,17/03/2020,08:00
8,Guayas,Isidro Ayora,0,Costa,17/03/2020,08:00
8,Los Ríos,Baba,0,Costa,17/03/2020,08:00
8,Los Ríos,Babahoyo,9,Costa,17/03/2020,08:00
8,Los Ríos,Buena Fe,0,Costa,17/03/2020,08:00
8,Los Ríos,Mocache,0,Costa,17/03/2020,08:00
8,Los Ríos,Montalvo,0,Costa,17/03/2020,08:00
8,Los Ríos,Quevedo,0,Costa,17/03/2020,08:00
8,Los Ríos,Urdaneta,1,Costa,17/03/2020,08:00
8,Los Ríos,Ventanas,0,Costa,17/03/2020,08:00
8,Los Ríos,Vinces,0,Costa,17/03/2020,08:00
8,Los Ríos,Quinsaloma,0,Costa,17/03/2020,08:00
8,Manabí,Bolivar,0,Costa,17/03/2020,08:00
8,Manabí,Jipijapa,0,Costa,17/03/2020,08:00
8,Manabí,Manta,1,Costa,17/03/2020,08:00
8,Manabí,Montecristi,0,Costa,17/03/2020,08:00
8,Manabí,Portoviejo,0,Costa,17/03/2020,08:00
8,Manabí,Santa Ana,0,Costa,17/03/2020,08:00
8,Manabí,Sucre,0,Costa,17/03/2020,08:00
8,Manabí,Jaramijó,0,Costa,17/03/2020,08:00
8,Manabí,El Carmen,0,Costa,17/03/2020,08:00
8,Manabí,Chone,0,Costa,17/03/2020,08:00
8,Santa Elena,Santa Elena,0,Costa,17/03/2020,08:00
8,Santa Elena,La Libertad,0,Costa,17/03/2020,08:00
8,Santa Elena,Salinas,0,Costa,17/03/2020,08:00
8,Santo Domingo de los Tsáchilas,La Concordia,0,Costa,17/03/2020,08:00
8,Santo Domingo de los Tsáchilas,Santo Domingo,0,Costa,17/03/2020,08:00
8,Azuay,Cuenca,5,Sierra,17/03/2020,08:00
8,Azuay,Gualaceo,0,Sierra,17/03/2020,08:00
8,Azuay,Santa Isabel,0,Sierra,17/03/2020,08:00
8,Azuay,Paute,0,Sierra,17/03/2020,08:00
8,Azuay,Sigsig,0,Sierra,17/03/2020,08:00
8,Azuay,Sevilla De Oro,0,Sierra,17/03/2020,08:00
8,Bolívar,Chillanes,0,Sierra,17/03/2020,08:00
8,Bolívar,Chimbo,0,Sierra,17/03/2020,08:00
8,Bolívar,Guaranda,0,Sierra,17/03/2020,08:00
8,Bolívar,San Miguel,0,Sierra,17/03/2020,08:00
8,Bolívar,Echeandía,0,Sierra,17/03/2020,08:00
8,Bolívar,Caluma,0,Sierra,17/03/2020,08:00
8,Cañar,Azogues,0,Sierra,17/03/2020,08:00
8,Cañar,Cañar,0,Sierra,17/03/2020,08:00
8,Cañar,Deleg,0,Sierra,17/03/2020,08:00
8,Cañar,La Troncal,0,Sierra,17/03/2020,08:00
8,Cañar,El Tambo,0,Sierra,17/03/2020,08:00
8,Cañar,Biblián,0,Sierra,17/03/2020,08:00
8,Cañar,Suscal,0,Sierra,17/03/2020,08:00
8,Carchi,Tulcán,0,Sierra,17/03/2020,08:00
8,Carchi,Montúfar,0,Sierra,17/03/2020,08:00
8,Carchi,Mira,0,Sierra,17/03/2020,08:00
8,Carchi,San Pedro De Huaca,0,Sierra,17/03/2020,08:00
8,Chimborazo,Colta,0,Sierra,17/03/2020,08:00
8,Chimborazo,Riobamba,0,Sierra,17/03/2020,08:00
8,Chimborazo,Cumandá,0,Sierra,17/03/2020,08:00
8,Chimborazo,Guano,0,Sierra,17/03/2020,08:00
8,Chimborazo,Chambo,0,Sierra,17/03/2020,08:00
8,Chimborazo,Guamote,0,Sierra,17/03/2020,08:00
8,Cotopaxi,Pujilí,0,Sierra,17/03/2020,08:00
8,Cotopaxi,Salcedo,0,Sierra,17/03/2020,08:00
8,Cotopaxi,La Maná,0,Sierra,17/03/2020,08:00
8,Cotopaxi,Latacunga,0,Sierra,17/03/2020,08:00
8,Cotopaxi,Sigchos,0,Sierra,17/03/2020,08:00
8,Cotopaxi,Saquisilí,0,Sierra,17/03/2020,08:00
8,Imbabura,Ibarra,0,Sierra,17/03/2020,08:00
8,Imbabura,Otavalo,0,Sierra,17/03/2020,08:00
8,Imbabura,Antonio Ante,0,Sierra,17/03/2020,08:00
8,Loja,Calvas,0,Sierra,17/03/2020,08:00
8,Loja,Loja,0,Sierra,17/03/2020,08:00
8,Loja,Macará,0,Sierra,17/03/2020,08:00
8,Loja,Catamayo,0,Sierra,17/03/2020,08:00
8,Loja,Chaguarpamba,0,Sierra,17/03/2020,08:00
8,Pichincha,Mejía,0,Sierra,17/03/2020,08:00
8,Pichincha,Pedro Vicente Maldonado,0,Sierra,17/03/2020,08:00
8,Pichincha,Quito,8,Sierra,17/03/2020,08:00
8,Pichincha,Rumiñahui,0,Sierra,17/03/2020,08:00
8,Pichincha,Pedro Moncayo,0,Sierra,17/03/2020,08:00
8,Tungurahua,Ambato,0,Sierra,17/03/2020,08:00
8,Tungurahua,San Pedro De Pelileo,0,Sierra,17/03/2020,08:00
8,Galápagos,San Cristóbal,0,Insular,17/03/2020,08:00
8,Galápagos,Isabela,0,Insular,17/03/2020,08:00
8,Galápagos,Santa Cruz,0,Insular,17/03/2020,08:00
8,Morona Santiago,Gualaquiza,1,Amazonía,17/03/2020,08:00
8,Morona Santiago,Morona,0,Amazonía,17/03/2020,08:00
8,Morona Santiago,Sucúa,0,Amazonía,17/03/2020,08:00
8,Morona Santiago,Palora,0,Amazonía,17/03/2020,08:00
8,Morona Santiago,Taisha,0,Amazonía,17/03/2020,08:00
8,Napo,Tena,0,Amazonía,17/03/2020,08:00
8,Orellana,Orellana,0,Amazonía,17/03/2020,08:00
8,Pastaza,Pastaza,0,Amazonía,17/03/2020,08:00
8,Pastaza,Mera,0,Amazonía,17/03/2020,08:00
8,Sucumbíos,Cuyabeno,0,Amazonía,17/03/2020,08:00
8,Sucumbíos,Lago Agrio,1,Amazonía,17/03/2020,08:00
8,Zamora Chinchipe,Yantzaza,0,Amazonía,17/03/2020,08:00
8,Zamora Chinchipe,Zamora,0,Amazonía,17/03/2020,08:00
8,Manabí,24 de mayo,0,Costa,17/03/2020,08:00
8,Pichincha,Cayambe,0,Sierra,17/03/2020,08:00
8,Orellana,La Joya De Los Sachas,0,Amazonía,17/03/2020,08:00
8,Azuay,Nabón,0,Sierra,17/03/2020,08:00
8,Los Ríos,Puebloviejo,0,Costa,17/03/2020,08:00
8,Sucumbíos,Shushufindi,0,Amazonía,17/03/2020,08:00
8,Morona Santiago,Tiwintza,0,Amazonía,17/03/2020,08:00
9,El Oro,Arenillas,0,Costa,17/03/2020,09:00
9,El Oro,Huaquillas,0,Costa,17/03/2020,09:00
9,El Oro,Machala,1,Costa,17/03/2020,09:00
9,El Oro,Pasaje,0,Costa,17/03/2020,09:00
9,El Oro,Santa Rosa,0,Costa,17/03/2020,09:00
9,El Oro,Atahualpa,0,Costa,17/03/2020,09:00
9,El Oro,Zaruma,0,Costa,17/03/2020,09:00
9,El Oro,Piñas,0,Costa,17/03/2020,09:00
9,El Oro,Portovelo,0,Costa,17/03/2020,09:00
9,El Oro,El Guabo,0,Costa,17/03/2020,09:00
9,Esmeraldas,Esmeraldas,0,Costa,17/03/2020,09:00
9,Esmeraldas,Quinindé,0,Costa,17/03/2020,09:00
9,Esmeraldas,Rioverde,0,Costa,17/03/2020,09:00
9,Esmeraldas,Atacames,0,Costa,17/03/2020,09:00
9,Guayas,Alfredo Baquerizo Moreno,0,Costa,17/03/2020,09:00
9,Guayas,Balao,0,Costa,17/03/2020,09:00
9,Guayas,Balzar,0,Costa,17/03/2020,09:00
9,Guayas,Colimes,0,Costa,17/03/2020,09:00
9,Guayas,Daule,4,Costa,17/03/2020,09:00
9,Guayas,Durán,4,Costa,17/03/2020,09:00
9,Guayas,Empalme,1,Costa,17/03/2020,09:00
9,Guayas,Guayaquil,61,Costa,17/03/2020,09:00
9,Guayas,Milagro,1,Costa,17/03/2020,09:00
9,Guayas,Naranjal,0,Costa,17/03/2020,09:00
9,Guayas,Pedro Carbó,0,Costa,17/03/2020,09:00
9,Guayas,Salitre,0,Costa,17/03/2020,09:00
9,Guayas,Samborondón,10,Costa,17/03/2020,09:00
9,Guayas,Santa Lucía,0,Costa,17/03/2020,09:00
9,Guayas,Playas,0,Costa,17/03/2020,09:00
9,Guayas,Simón Bolivar,0,Costa,17/03/2020,09:00
9,Guayas,San Jacinto De Yaguachi,0,Costa,17/03/2020,09:00
9,Guayas,El Triunfo,0,Costa,17/03/2020,09:00
9,Guayas,Lomas De Sargentillo,0,Costa,17/03/2020,09:00
9,Guayas,Naranjito,0,Costa,17/03/2020,09:00
9,Guayas,Nobol,0,Costa,17/03/2020,09:00
9,Guayas,Gral. Antonio Elizalde,0,Costa,17/03/2020,09:00
9,Guayas,Isidro Ayora,0,Costa,17/03/2020,09:00
9,Los Ríos,Baba,0,Costa,17/03/2020,09:00
9,Los Ríos,Babahoyo,9,Costa,17/03/2020,09:00
9,Los Ríos,Buena Fe,0,Costa,17/03/2020,09:00
9,Los Ríos,Mocache,0,Costa,17/03/2020,09:00
9,Los Ríos,Montalvo,0,Costa,17/03/2020,09:00
9,Los Ríos,Quevedo,0,Costa,17/03/2020,09:00
9,Los Ríos,Urdaneta,1,Costa,17/03/2020,09:00
9,Los Ríos,Ventanas,0,Costa,17/03/2020,09:00
9,Los Ríos,Vinces,0,Costa,17/03/2020,09:00
9,Los Ríos,Quinsaloma,0,Costa,17/03/2020,09:00
9,Manabí,Bolivar,0,Costa,17/03/2020,09:00
9,Manabí,Jipijapa,0,Costa,17/03/2020,09:00
9,Manabí,Manta,1,Costa,17/03/2020,09:00
9,Manabí,Montecristi,0,Costa,17/03/2020,09:00
9,Manabí,Portoviejo,0,Costa,17/03/2020,09:00
9,Manabí,Santa Ana,0,Costa,17/03/2020,09:00
9,Manabí,Sucre,0,Costa,17/03/2020,09:00
9,Manabí,Jaramijó,0,Costa,17/03/2020,09:00
9,Manabí,El Carmen,0,Costa,17/03/2020,09:00
9,Manabí,Chone,0,Costa,17/03/2020,09:00
9,Santa Elena,Santa Elena,0,Costa,17/03/2020,09:00
9,Santa Elena,La Libertad,0,Costa,17/03/2020,09:00
9,Santa Elena,Salinas,0,Costa,17/03/2020,09:00
9,Santo Domingo de los Tsáchilas,La Concordia,0,Costa,17/03/2020,09:00
9,Santo Domingo de los Tsáchilas,Santo Domingo,0,Costa,17/03/2020,09:00
9,Azuay,Cuenca,5,Sierra,17/03/2020,09:00
9,Azuay,Gualaceo,0,Sierra,17/03/2020,09:00
9,Azuay,Santa Isabel,0,Sierra,17/03/2020,09:00
9,Azuay,Paute,0,Sierra,17/03/2020,09:00
9,Azuay,Sigsig,0,Sierra,17/03/2020,09:00
9,Azuay,Sevilla De Oro,0,Sierra,17/03/2020,09:00
9,Bolívar,Chillanes,0,Sierra,17/03/2020,09:00
9,Bolívar,Chimbo,0,Sierra,17/03/2020,09:00
9,Bolívar,Guaranda,0,Sierra,17/03/2020,09:00
9,Bolívar,San Miguel,0,Sierra,17/03/2020,09:00
9,Bolívar,Echeandía,0,Sierra,17/03/2020,09:00
9,Bolívar,Caluma,0,Sierra,17/03/2020,09:00
9,Cañar,Azogues,0,Sierra,17/03/2020,09:00
9,Cañar,Cañar,0,Sierra,17/03/2020,09:00
9,Cañar,Deleg,0,Sierra,17/03/2020,09:00
9,Cañar,La Troncal,0,Sierra,17/03/2020,09:00
9,Cañar,El Tambo,0,Sierra,17/03/2020,09:00
9,Cañar,Biblián,0,Sierra,17/03/2020,09:00
9,Cañar,Suscal,0,Sierra,17/03/2020,09:00
9,Carchi,Tulcán,0,Sierra,17/03/2020,09:00
9,Carchi,Montúfar,0,Sierra,17/03/2020,09:00
9,Carchi,Mira,0,Sierra,17/03/2020,09:00
9,Carchi,San Pedro De Huaca,0,Sierra,17/03/2020,09:00
9,Chimborazo,Colta,0,Sierra,17/03/2020,09:00
9,Chimborazo,Riobamba,0,Sierra,17/03/2020,09:00
9,Chimborazo,Cumandá,0,Sierra,17/03/2020,09:00
9,Chimborazo,Guano,0,Sierra,17/03/2020,09:00
9,Chimborazo,Chambo,0,Sierra,17/03/2020,09:00
9,Chimborazo,Guamote,0,Sierra,17/03/2020,09:00
9,Cotopaxi,Pujilí,0,Sierra,17/03/2020,09:00
9,Cotopaxi,Salcedo,0,Sierra,17/03/2020,09:00
9,Cotopaxi,La Maná,0,Sierra,17/03/2020,09:00
9,Cotopaxi,Latacunga,0,Sierra,17/03/2020,09:00
9,Cotopaxi,Sigchos,0,Sierra,17/03/2020,09:00
9,Cotopaxi,Saquisilí,0,Sierra,17/03/2020,09:00
9,Imbabura,Ibarra,0,Sierra,17/03/2020,09:00
9,Imbabura,Otavalo,0,Sierra,17/03/2020,09:00
9,Imbabura,Antonio Ante,0,Sierra,17/03/2020,09:00
9,Loja,Calvas,0,Sierra,17/03/2020,09:00
9,Loja,Loja,0,Sierra,17/03/2020,09:00
9,Loja,Macará,0,Sierra,17/03/2020,09:00
9,Loja,Catamayo,0,Sierra,17/03/2020,09:00
9,Loja,Chaguarpamba,0,Sierra,17/03/2020,09:00
9,Pichincha,Mejía,0,Sierra,17/03/2020,09:00
9,Pichincha,Pedro Vicente Maldonado,0,Sierra,17/03/2020,09:00
9,Pichincha,Quito,8,Sierra,17/03/2020,09:00
9,Pichincha,Rumiñahui,0,Sierra,17/03/2020,09:00
9,Pichincha,Pedro Moncayo,0,Sierra,17/03/2020,09:00
9,Tungurahua,Ambato,0,Sierra,17/03/2020,09:00
9,Tungurahua,San Pedro De Pelileo,0,Sierra,17/03/2020,09:00
9,Galápagos,San Cristóbal,0,Insular,17/03/2020,09:00
9,Galápagos,Isabela,0,Insular,17/03/2020,09:00
9,Galápagos,Santa Cruz,0,Insular,17/03/2020,09:00
9,Morona Santiago,Gualaquiza,1,Amazonía,17/03/2020,09:00
9,Morona Santiago,Morona,0,Amazonía,17/03/2020,09:00
9,Morona Santiago,Sucúa,0,Amazonía,17/03/2020,09:00
9,Morona Santiago,Palora,0,Amazonía,17/03/2020,09:00
9,Morona Santiago,Taisha,0,Amazonía,17/03/2020,09:00
9,Napo,Tena,0,Amazonía,17/03/2020,09:00
9,Orellana,Orellana,0,Amazonía,17/03/2020,09:00
9,Pastaza,Pastaza,0,Amazonía,17/03/2020,09:00
9,Pastaza,Mera,0,Amazonía,17/03/2020,09:00
9,Sucumbíos,Cuyabeno,0,Amazonía,17/03/2020,09:00
9,Sucumbíos,Lago Agrio,1,Amazonía,17/03/2020,09:00
9,Zamora Chinchipe,Yantzaza,0,Amazonía,17/03/2020,09:00
9,Zamora Chinchipe,Zamora,0,Amazonía,17/03/2020,09:00
9,Manabí,24 de mayo,0,Costa,17/03/2020,09:00
9,Pichincha,Cayambe,0,Sierra,17/03/2020,09:00
9,Orellana,La Joya De Los Sachas,0,Amazonía,17/03/2020,09:00
9,Azuay,Nabón,0,Sierra,17/03/2020,09:00
9,Los Ríos,Puebloviejo,0,Costa,17/03/2020,09:00
9,Sucumbíos,Shushufindi,0,Amazonía,17/03/2020,09:00
9,Morona Santiago,Tiwintza,0,Amazonía,17/03/2020,09:00
10,El Oro,Arenillas,0,Costa,18/03/2020,05:00
10,El Oro,Huaquillas,0,Costa,18/03/2020,05:00
10,El Oro,Machala,1,Costa,18/03/2020,05:00
10,El Oro,Pasaje,0,Costa,18/03/2020,05:00
10,El Oro,Santa Rosa,0,Costa,18/03/2020,05:00
10,El Oro,Atahualpa,0,Costa,18/03/2020,05:00
10,El Oro,Zaruma,0,Costa,18/03/2020,05:00
10,El Oro,Piñas,0,Costa,18/03/2020,05:00
10,El Oro,Portovelo,0,Costa,18/03/2020,05:00
10,El Oro,El Guabo,0,Costa,18/03/2020,05:00
10,Esmeraldas,Esmeraldas,0,Costa,18/03/2020,05:00
10,Esmeraldas,Quinindé,0,Costa,18/03/2020,05:00
10,Esmeraldas,Rioverde,0,Costa,18/03/2020,05:00
10,Esmeraldas,Atacames,0,Costa,18/03/2020,05:00
10,Guayas,Alfredo Baquerizo Moreno,0,Costa,18/03/2020,05:00
10,Guayas,Balao,0,Costa,18/03/2020,05:00
10,Guayas,Balzar,0,Costa,18/03/2020,05:00
10,Guayas,Colimes,0,Costa,18/03/2020,05:00
10,Guayas,Daule,7,Costa,18/03/2020,05:00
10,Guayas,Durán,9,Costa,18/03/2020,05:00
10,Guayas,Empalme,1,Costa,18/03/2020,05:00
10,Guayas,Guayaquil,78,Costa,18/03/2020,05:00
10,Guayas,Milagro,1,Costa,18/03/2020,05:00
10,Guayas,Naranjal,0,Costa,18/03/2020,05:00
10,Guayas,Pedro Carbó,0,Costa,18/03/2020,05:00
10,Guayas,Salitre,0,Costa,18/03/2020,05:00
10,Guayas,Samborondón,23,Costa,18/03/2020,05:00
10,Guayas,Santa Lucía,0,Costa,18/03/2020,05:00
10,Guayas,Playas,0,Costa,18/03/2020,05:00
10,Guayas,Simón Bolivar,0,Costa,18/03/2020,05:00
