Infografia,Provincia,Fallecidos,Fecha_reporte,Hora_reporte
26,Imbabura,1,2020/03/27 00:00:00,17:00
26,Loja,0,2020/03/27 00:00:00,17:00
26,Pichincha,4,2020/03/27 00:00:00,17:00
26,Santo Domingo de los Tsáchilas,0,2020/03/27 00:00:00,17:00
26,Tungurahua,0,2020/03/27 00:00:00,17:00
26,El Oro,3,2020/03/27 00:00:00,17:00
26,Esmeraldas,0,2020/03/27 00:00:00,17:00
26,Guayas,22,2020/03/27 00:00:00,17:00
26,Los Ríos,3,2020/03/27 00:00:00,17:00
26,Manabí,0,2020/03/27 00:00:00,17:00
26,Santa Elena,2,2020/03/27 00:00:00,17:00
26,Morona Santiago,0,2020/03/27 00:00:00,17:00
26,Napo,0,2020/03/27 00:00:00,17:00
26,Orellana,0,2020/03/27 00:00:00,17:00
26,Pastaza,0,2020/03/27 00:00:00,17:00
26,Sucumbíos,0,2020/03/27 00:00:00,17:00
26,Zamora Chinchipe,0,2020/03/27 00:00:00,17:00
26,Galápagos,0,2020/03/27 00:00:00,17:00
27,Azuay,0,2020/03/27 00:00:00,17:00
